x,y
95.90453848667664,91.63782477642637
94.14475298986297,98.55066903971763
100.24267362127509,113.79214072576616
105.81269400613652,101.92008950630027
82.06636325515437,92.3260436074865
79.87044257163409,87.29911708441429
83.28167663133125,93.36691382553039
105.3845015138664,93.16850260666646
92.51580767686966,102.7002383253045
102.40189525123462,95.84765787992151
91.0784696851827,92.18815991165187
122.68264429447761,109.03432532133513
102.76500099094604,101.15873069896216
104.96912180500716,93.53325031863727
106.95130126394706,100.80696725951164
112.64954603527083,102.74712368332902
103.78978465290996,95.56248987764127
92.21256303484799,96.10447364042285
89.73033699025405,88.8763140421519
104.37855472213168,118.28128100005446
96.3664964025137,101.45565119449458
90.31024905493592,100.7277825346914
112.93720075270357,107.62424949179695
92.57130441960605,83.48883861824976
104.94194475961567,95.55700922327208
93.95587149692014,87.13088745088095
112.1401819011609,105.1091891663485
92.0585700803069,95.84585907842572
91.23516073841861,100.05834647000268
98.33630898546485,96.6835086885607
95.62226296393601,92.28000565073071
113.04585668215599,115.07591201059051
84.42777060957903,89.69284641198777
97.29185288374477,97.59399055759579
96.73358091682132,98.70830515130056
107.9791212625622,105.23675690759752
108.74608941854234,102.44467616725441
98.36102817714003,112.64720696840024
104.19388547533043,101.71523359846591
101.28701361857634,98.37154705918408
84.50993570595743,85.15607883828164
109.06311875479246,98.45467023073267
109.06770299583533,103.39312510766288
88.77400730375271,102.81862069998512
92.58450018616098,103.0390181186439
100.27698454842674,101.6938020011392
87.11419707457247,97.63573007579694
103.353759556589,104.54386921674512
84.64356950567075,86.51034039812416
115.07698097243002,104.05831000435576
84.19649167896145,90.32275100269067
100.0422676890147,97.9786804742046
92.81043006620975,100.64370532993347
83.58007037479116,90.81096552499716
98.537291080905,98.37302730082112
98.05802482328441,96.12888139999188
106.48622452060698,106.12127855589328
95.33003596027115,96.58094011036363
104.00197288828664,105.12270487218943
97.30621277985625,96.91761739280042
106.56649827337962,100.94099832165244
95.36471236744042,97.99278389518062
98.0079035834292,91.1854425534201
97.06187768756405,106.84572510762573
99.3001026082791,92.9077949386856
107.41904926743501,99.12667625872665
95.67584859212819,94.16748901652664
102.49287042172024,107.54638849204275
107.24837978183348,99.27113215567275
93.4477609124761,100.34561122811078
94.81437929926645,96.73069141733174
98.8311225507507,94.07469590052813
100.14209772458494,102.9281601819421
100.21228414562302,94.9070371657001
96.95877353572496,99.89855865744784
92.80237798948126,95.8307652353642
106.4684367746859,98.8702244763555
90.58409352292178,95.36516134613404
108.07815570228115,103.09502134394401
88.93917163209619,91.54740210782575
104.64428637850253,108.63614983287349
116.7691044345669,106.81671759793336
96.46921920924325,88.07786026826008
103.98421277903962,112.6807896924359
100.64957408340787,96.98934372936402
108.44656361697116,104.13857524755564
109.17207839773933,103.43393557621273
111.6092013217374,102.30806578386137
87.84757051761342,102.93446436634702
111.12298612196825,100.60353862055268
101.21624354640457,98.41695933828011
86.87133694013187,86.96447290493705
111.25368898275676,104.08254031925213
95.16929522744064,94.57298302017037
103.29454292576969,93.26756973079726
108.10944511022731,91.35112582566441
105.8384802215653,100.95018896902633
103.61093688237497,110.59945496263816
108.03866176284708,106.60919325545234
114.56775708524245,114.39164819151208
101.52973997678606,97.51861531271439
106.94528253196373,101.76406373645698
108.59531311499182,104.6963388209168
103.87267330417905,100.96685551472439
99.70965340657041,94.13220561315609
100.39074375353967,106.39778439715487
92.1935466201088,101.72418848214807
89.34646784841546,95.25023954538244
104.60632476263076,95.76569651097887
100.40829622667927,97.40154917194226
102.64849881456361,109.25161334434013
122.9944046345714,112.79682957724499
106.56949828723583,113.12599110309925
106.54757269259743,103.3186749455183
101.56814077577077,99.33583528344181
114.776129095915,106.84611962287497
99.9450875566683,85.33152365915547
94.3115246834126,98.96713326966588
94.24694981951602,95.55408332103309
103.01509187204672,103.22899135163576
88.23505263976398,102.79686446000466
94.80872116158544,95.9219217610032
101.85469827526845,104.20687195880262
110.69636481571395,107.80503376185017
82.54977006747549,94.72055872665617
94.53392165575059,100.2957558093327
103.68087725933539,106.94874223269466
106.63638847992495,98.72267505643521
81.52002626551358,93.42935013797461
96.3517568380067,97.9644569998523
68.28798646000564,76.05781697074056
108.83456024866301,106.66302745360464
93.57173061209073,91.52241366274384
81.32618570161004,91.99691754498943
105.59902860941628,98.16630596929346
88.79348450643852,95.62682939545279
106.44341867848955,104.47362728735274
108.86604350056732,116.51430104576538
115.67868139061407,98.31076826827223
107.28210196720511,101.7545231103434
99.80929732249399,99.0620020768047
92.71154919563836,96.59575145073799
111.80913809393654,102.32883945792838
